,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Quality_label
62,0.072243823,1.529372365,7.887690772,0.060509218,14.41779441,12.77737982,2.374034794,14.6035953,0.051849508,0.377331664,1
63,0.013371051,10.83839699,0.08700967,14.37765785,7.456215243,10.51338213,2.374034794,14.6035953,0.051849508,0.377331664,2
64,131.8518666,0.111885481,3.83E-05,11.62134713,12.91721128,8.65053754,2.374034794,14.6035953,0.051849508,0.377331664,-1
65,1.591759109,7.313127821,0.024310035,4.190952787,8.322398398,10.51338213,2.374034794,14.6035953,0.051849508,0.377331664,2
66,79.91693293,547.4981528,1.065524443,0.581536307,8.322398398,10.51338213,2.374034794,14.6035953,0.051849508,0.377331664,1
67,1.84172154,1.311662136,0.004051162,188.8220129,11.57280667,10.51338213,2.374034794,14.6035953,0.051849508,0.377331664,0
68,5.780605782,4362.450591,0.004116252,1.148478399,8.322398398,12.77737982,2.374034794,14.6035953,0.051849508,0.377331664,2
69,2.77682597,1617.09771,27.68186813,0.083265348,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.377331664,0
70,0.080735027,0.124689971,0.22654994,0.151133231,14.41779441,10.51338213,2.374034794,14.6035953,0.051849508,0.377331664,1
71,3.569445106,2.861243797,0.182978686,0.08254982,8.322398398,12.77737982,2.374034794,14.6035953,0.051849508,0.377331664,2
72,0.067331022,50.33535026,437.2091453,53.73735994,7.456215243,10.51338213,2.374034794,14.6035953,0.051849508,0.377331664,0
73,1.104893546,2.223771471,133.0987134,0.749079128,0.664441881,2.208755332,0.038483444,17.8500214,0.004532889,0.007339538,1
74,0.771768049,0.044705143,1.426204281,27.87443156,0.664441881,2.208755332,0.038483444,17.8500214,0.004532889,0.007339538,1
75,14.43771238,4.238575514,2.235867433,2.331667994,0.664441881,2.208755332,0.038483444,17.8500214,0.004532889,0.007339538,0
76,2.408609295,0.112168417,0.000752908,0.003971876,60.17133927,15.52891668,0.600826895,17.8500214,0.593081227,0.073077532,2
77,73.53886191,2.531166682,4.693639173,0.413397367,0.595287734,0.563964967,0.038483444,17.8500214,0.593081227,0.073077532,2
78,32.13749553,0.759672504,0.798216422,0.018473085,0.664441881,0.314162296,0.038483444,17.8500214,0.593081227,0.073077532,0
79,66.74032777,4.059531327,33.23919581,0.000589744,0.003794407,0.007724428,578.6792876,0.035407171,0.593081227,0.005285437,1
80,192.538603,0.005394796,0.192044991,0.452255153,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,-1
81,122.0337869,0.073973968,1579.193245,2.215083916,12.91721128,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
82,0.61275033,0.008016452,0.021908633,1.621802368,12.91721128,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
83,0.187359713,1665.414759,0.885712557,53.38511421,11.57280667,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0
84,14.80112762,0.616397065,0.169861875,9.053984865,10.36832573,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
85,0.007611013,0.000446342,59.91737798,0.282766784,10.36832573,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,-1
86,16.24532385,0.0001696,3.313018114,0.380756734,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,37.40705398,-1
87,0.152165496,0.102366967,0.116138235,3.853700919,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,37.40705398,0
88,0.100324142,0.63710503,0.370164339,2.967213495,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,37.40705398,2
89,0.531946238,4.622126234,12.03836942,0.049845308,17.96217649,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,2
90,0.016834041,23.03682518,2831.066063,0.390949784,16.09269921,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
91,0.135457776,0.00112887,0.208215025,0.444092063,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,1
92,0.001682488,91.82737758,0.13104748,0.946327615,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
93,26.95687103,0.566061736,0.07181272,1.222584287,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
94,5.357369679,136.2612021,24.1392104,4.59187461,7.456215243,12.77737982,0.152058832,0.035407171,0.593081227,37.40705398,1
95,0.749374566,9.269162843,0.000406485,0.510579869,7.456215243,12.77737982,0.152058832,0.035407171,0.593081227,37.40705398,0
96,0.151514571,0.11407292,4.004610296,0.674398432,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,-1
97,2.455754949,0.001797901,3.716348464,15.75548414,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,1
98,0.391458485,768.4467994,143.1081193,0.853814386,17.96217649,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
99,0.010934823,0.005166679,0.349732645,0.446730583,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
100,0.023850424,0.008287555,29.71913017,11.90108555,14.41779441,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
101,1.014515809,0.041490737,10.306104,7309.203622,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,-1
102,412.8718644,1.208342743,11.58035831,0.016238505,17.96217649,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,-1
103,1.821129999,7.128088828,1110.181403,7.843752159,17.96217649,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
104,0.029940479,0.00764636,0.050742146,73.68156617,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0
105,0.073149121,46.38804689,27.20285423,3.908897916,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0
106,43.32129334,0.010841619,20151.8644,0.580869733,20.0488296,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,2
107,137.6584797,0.006747221,0.314906005,17.68918615,10.36832573,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
108,29.84328557,0.000130669,0.036968503,0.967051671,11.57280667,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,0
109,0.109568626,3.902277952,0.016001808,0.042465196,11.57280667,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,0
110,0.001183669,0.299779449,13.59532183,0.78999036,10.36832573,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,0
111,0.683302139,5.622783964,0.049600592,0.192360785,10.36832573,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,0
112,0.000853712,0.119304647,0.481086391,10.90610634,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,1
113,0.231005189,0.023873316,2906.924587,3.520739394,8.322398398,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,0
114,0.436525534,1.219476965,0.031962464,0.568757131,8.322398398,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,1
115,1.109604608,1.824805992,3.230933893,15.12274418,6.680183174,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,0
116,4.552853097,1.791114722,11.2649977,0.262645459,17.96217649,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,1
117,12.93050407,0.113748445,385.9801442,81.72405292,17.96217649,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,-1
118,0.020743926,26.4035909,10.17143678,0.084006025,20.0488296,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
119,0.030090627,7.12163334,52.12920824,40.15111606,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0
120,0.010856861,1.262021009,0.371719166,11.62789612,11.57280667,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
121,1.247228177,41.55792182,15.05644947,6.475035234,11.57280667,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
122,0.524132254,0.329713957,0.152388809,0.02451767,20.0488296,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,0
123,0.198275676,13.86377235,1.934562169,0.656044661,17.96217649,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
124,0.134631857,4.362318233,1.891698095,0.8820696,17.96217649,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
125,0.005229163,0.494471536,0.65500039,0.007646384,20.0488296,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
126,27.49462448,0.402800585,0.019158123,0.286795437,16.09269921,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
127,0.023859457,3.327077496,0.279620962,0.03079739,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,2
128,0.067952218,147.8009974,105.6245472,0.036270144,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,0
129,3.656705834,68.75878732,0.257854338,0.200787834,10.36832573,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,0
130,0.017804589,0.223546159,0.59891529,0.182924533,16.09269921,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0
131,1509.643134,29.94825163,0.297740615,7.337525878,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
132,3.085897709,0.54337709,6.277570909,0.004890103,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
133,1066.84034,32.05534335,0.89015884,1.116090646,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
134,0.714319525,0.562990389,0.005163017,0.667623504,16.09269921,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0
135,96.79124733,72.90773385,0.010044313,0.560090988,17.96217649,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,-1
136,0.737911852,35.89959975,0.008624878,0.297048256,17.96217649,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,-1
137,0.025117015,134.1457141,0.004715092,0.57256992,20.0488296,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
138,0.17130344,0.012846426,19.33060314,0.637816843,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
139,16.71003434,5.844953444,13.85300068,67.12649312,17.96217649,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,2
140,1.087796434,0.000415202,84.26625423,0.036429825,17.96217649,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,1
141,37.06523479,0.104999727,0.065033109,2.837391549,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,2
142,0.125850927,27.23476752,0.020273928,0.49523907,16.09269921,12.77737982,0.152058832,0.035407171,0.593081227,37.40705398,0
143,0.000179723,8997.96137,0.552414279,8.312647655,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0
144,0.001477301,0.390423719,2251.557231,72.24822933,14.41779441,12.77737982,0.152058832,0.035407171,0.593081227,37.40705398,0
145,2.633666307,0.009849028,95.41731124,0.611704872,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
146,97.20655697,0.091068512,0.018879618,392.1019032,14.41779441,12.77737982,0.152058832,0.035407171,0.593081227,37.40705398,0
147,215.9952871,567.6122468,0.001756628,55.61029457,12.91721128,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,0
148,0.134992334,6.983182063,4.440016992,0.352741679,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0
149,0.013192633,68.66161219,0.196938867,6.66750517,0.53333105,0.563964967,0.038483444,17.8500214,0.051849508,0.377331664,-1
150,0.004322633,6.08E-05,58.02981884,7.32779321,1.031281579,0.563964967,2.374034794,0.1180769,887.6112567,10.06009321,-1
151,2.786688967,0.99310912,0.003108696,0.596654462,1.786601059,0.258496524,0.152058832,0.035407171,0.593081227,10.06009321,0
152,0.015928395,0.083683543,84.717416,1.717416098,1.786601059,0.314162296,0.152058832,0.035407171,0.593081227,10.06009321,0
153,39.95086913,0.009419628,0.001256544,0.059432415,2.48437862,3.262468451,0.038483444,2.931083386,6.783966878,0.195680478,0
154,9.128936211,0.004968135,0.033729578,0.167054607,4.803946644,3.965022677,0.038483444,2.931083386,6.783966878,0.195680478,2
155,5.005217141,0.29830281,0.032022973,0.136242133,3.45468122,2.684398366,0.038483444,2.931083386,6.783966878,0.195680478,2
156,1.421721773,0.00559075,162.3588157,493.8776354,4.803946644,3.965022677,0.038483444,2.931083386,6.783966878,0.195680478,1
157,0.677137425,0.008159992,941.178475,0.489749516,4.803946644,3.965022677,0.038483444,2.931083386,6.783966878,0.195680478,2
158,0.72275117,4.07577503,0.286270225,0.020277967,2.48437862,2.208755332,0.038483444,2.931083386,6.783966878,0.195680478,1
159,7.818806993,0.544499846,7.439398465,3.313239455,0.923947288,0.175007232,146.453658,0.1180769,887.6112567,10.06009321,-1
160,45.79952033,0.000777924,0.003351157,0.220261388,1.031281579,0.314162296,146.453658,0.1180769,887.6112567,10.06009321,0
161,76.10925875,0.065485824,724.5537988,14.80897867,1.151084818,0.314162296,146.453658,0.1180769,887.6112567,10.06009321,0
162,134.4967594,0.072714924,6.631574749,0.032881037,1.031281579,0.258496524,146.453658,0.1180769,887.6112567,10.06009321,0
163,0.003528188,0.0728499,0.144856416,0.023569657,0.014187462,0.020481563,146.453658,0.035407171,77.59848817,3.756975634,-1
164,5830.19465,0.753278771,0.820995176,23.04964092,0.014187462,0.020481563,146.453658,0.035407171,77.59848817,3.756975634,1
165,0.080268092,14.11550789,61.65356028,1.846084746,1.600654212,0.833011192,2.374034794,14.6035953,0.000396283,3.756975634,1
166,8.802550165,0.009656475,62.64774303,0.990651611,0.159208463,0.258496524,1150.288546,0.052899204,887.6112567,0.523975675,-1
167,0.041092448,0.264887614,24.20630486,0.432428711,0.08233524,0.212694055,1150.288546,0.052899204,887.6112567,0.523975675,-1
168,254.0447256,13.6459272,4.900716218,4526.32088,0.177703596,0.258496524,1150.288546,0.052899204,887.6112567,0.523975675,-1
169,179.3212451,0.000102646,0.050855407,4.807528395,0.159208463,0.258496524,1150.288546,0.052899204,887.6112567,0.523975675,-1
170,7.038696708,0.216889369,114.7516737,1.775205518,0.091900066,0.212694055,1150.288546,0.052899204,887.6112567,0.523975675,2
171,51.74830611,586.0197417,0.008595176,48.46058381,0.08233524,0.212694055,1150.288546,0.052899204,887.6112567,0.523975675,-1
172,3.547298905,0.017145263,0.039496352,2.319096703,12.91721128,27.87656284,0.600826895,17.8500214,0.593081227,0.140915779,2
173,0.634003792,2761.41996,20.47894603,1.774293802,12.91721128,27.87656284,0.600826895,17.8500214,0.593081227,0.140915779,1
174,7.670454477,0.00022715,0.04772017,30.58888942,12.91721128,27.87656284,0.600826895,17.8500214,0.593081227,0.140915779,2
175,0.190975495,8.899587584,1.821885405,5.900682817,0.000470189,4.85E-05,2286.523413,0.035407171,0.593081227,37.40705398,2
176,1.27910473,156.4429383,10.13822623,0.910710174,10.36832573,10.51338213,0.600826895,17.8500214,6.783966878,0.073077532,2
177,4.905659023,0.077889929,0.611979524,0.0295664,6.680183174,8.65053754,0.600826895,17.8500214,6.783966878,0.073077532,1
178,2.713972212,16.97706382,1.34448231,0.089041511,16.09269921,8.65053754,0.600826895,17.8500214,6.783966878,0.073077532,0
179,0.006313803,0.051001934,1.283059518,0.135065818,11.57280667,15.52891668,0.600826895,17.8500214,6.783966878,0.073077532,-1
180,5.295935557,34.77508919,1.466753076,0.251907018,10.36832573,10.51338213,0.600826895,17.8500214,6.783966878,0.073077532,-1
181,57.29774701,0.03557301,0.067145314,0.530903094,6.680183174,8.65053754,0.600826895,17.8500214,6.783966878,0.073077532,1
182,0.530402008,0.003849505,8.248166198,0.140876399,6.680183174,10.51338213,0.600826895,17.8500214,6.783966878,0.073077532,1
183,0.361034117,0.014451687,2.961415683,0.104448815,6.680183174,10.51338213,0.600826895,17.8500214,6.783966878,0.073077532,2
184,10.93474606,4.07713267,0.481702507,910.6804489,6.680183174,8.65053754,0.600826895,17.8500214,6.783966878,0.073077532,2
185,0.159627544,19.7152024,0.003380031,5.658793576,2.772987095,0.080215552,0.600826895,17.8500214,6.783966878,0.523975675,1
186,0.078452076,18.2026443,2.466295744,1.192606457,0.923947288,1.81739051,0.152058832,2.931083386,887.6112567,517.1976103,-1
187,27.26233218,0.009699823,0.231347753,0.001572538,1.151084818,2.208755332,0.152058832,2.931083386,887.6112567,517.1976103,-1
188,362.1728703,33.15976774,43.69216822,0.540134441,1.284805512,2.208755332,0.152058832,2.931083386,887.6112567,517.1976103,-1
189,789.4136525,0.088078611,26.21087217,16.35827057,0.004727201,0.011409458,0.600826895,0.1180769,887.6112567,5.217065074,-1
190,9.345278568,262.6045182,1.199101744,282.9505983,16.09269921,8.65053754,0.152058832,0.035407171,0.593081227,139.0929147,1
191,0.032667533,0.096880399,10.87801216,8.01969854,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,139.0929147,0
192,5.315913753,0.093994692,0.033747598,0.239651302,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,139.0929147,2
193,248.6927365,0.026250034,0.945284871,562.1461505,16.09269921,8.65053754,0.152058832,0.035407171,0.593081227,139.0929147,2
194,0.028018064,0.094433062,1.630318242,0.107381328,9.289205427,18.87298153,0.152058832,0.035407171,0.593081227,139.0929147,0
195,16.66228121,564.701132,0.262739084,0.608934511,20.0488296,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,-1
196,0.186589973,2.365263611,0.077516965,1.847703611,8.322398398,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,2
197,5.641292508,0.003047782,12.30889871,2.454520667,6.680183174,8.65053754,0.152058832,0.035407171,0.593081227,139.0929147,2
198,2.761353144,0.094814572,9.29779648,2.294054565,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,2
199,106.703538,0.056225374,0.012567973,0.289887699,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,139.0929147,2
200,0.055813972,28.13298228,0.002683606,0.411167602,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,139.0929147,2
201,5.760096873,0.224080878,0.887317345,145.8986414,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,139.0929147,-1
202,1.269276241,12.42729746,0.068264658,0.645529735,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,139.0929147,0
203,1.841698798,0.001598528,6670.400358,0.520073894,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,0
204,6.283421661,0.044766798,0.385903521,19.6513603,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,139.0929147,0
205,2.031776524,0.020529314,0.015096057,0.589712531,11.57280667,18.87298153,0.152058832,0.035407171,0.593081227,139.0929147,1
206,0.404926616,55.4102547,0.589795081,13.68898527,12.91721128,18.87298153,0.152058832,0.035407171,0.593081227,139.0929147,1
207,0.041877265,0.065913812,1.211461601,250.8020397,12.91721128,27.87656284,0.152058832,0.035407171,0.593081227,139.0929147,1
208,52.58741107,0.006333494,7.95800246,3.514806536,12.91721128,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,0
209,0.680182516,58.97567483,51.85316172,0.818296675,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,139.0929147,-1
210,10.62545555,0.004140503,0.003704797,1.426960791,11.57280667,8.65053754,0.152058832,0.035407171,0.593081227,139.0929147,0
211,5.775836888,0.001019472,375.2208757,0.985371019,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,1
212,9.020719399,4.86008735,0.042904236,71.82920955,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,1
213,0.056377959,314.9396709,1.746844532,0.00244214,10.36832573,22.93717192,0.152058832,0.035407171,0.593081227,139.0929147,1
214,1.058232433,29.13728902,0.092861265,1.8061492,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,139.0929147,0
215,1.305654828,1.349120225,0.053734092,1.758878268,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,139.0929147,1
